,CustomerID,R,F,M,Recency,Frequency,Monetary,TotalRFM,Cluster
37,15668.0,1,1,1,218,1,76.32000000000001,3,0
38,17923.0,1,1,1,282,1,207.50000000000003,3,0
39,15753.0,1,1,1,305,1,79.2,3,0
40,15802.0,2,1,2,143,1,451.42,5,0
41,13841.0,1,1,1,253,1,85.0,3,0
42,16323.0,1,1,1,196,1,207.50000000000003,3,0
43,13391.0,1,1,1,204,1,59.8,3,0
44,18174.0,5,1,1,7,1,104.0,7,0
45,15316.0,1,1,1,327,1,165.0,3,0
46,13099.0,2,1,1,99,1,207.35999999999999,4,0
47,18268.0,2,1,1,134,1,25.5,4,0
48,13120.0,1,1,1,239,1,30.599999999999998,3,0
49,14576.0,1,1,1,372,1,35.400000000000006,3,0
50,13366.0,3,1,1,50,1,56.160000000000004,5,0
51,17102.0,1,1,1,262,1,25.5,3,0
52,13135.0,1,1,5,197,1,3096.0,7,0
53,16953.0,4,1,1,30,1,20.8,6,0
54,16881.0,3,1,2,67,1,432.0,6,0
55,13185.0,1,1,1,268,1,71.4,3,0
56,18233.0,1,1,2,326,1,440.0,4,0
57,17443.0,1,1,3,220,1,534.24,5,0
58,13228.0,2,1,1,81,1,179.0,4,0
59,13270.0,1,1,3,366,1,590.0,5,0
60,16765.0,1,1,1,294,1,34.0,3,0
61,13017.0,5,1,1,7,1,204.0,7,0
62,13106.0,2,1,1,133,1,76.5,4,0
63,17331.0,2,1,1,124,1,175.2,4,0
64,16742.0,3,1,2,47,1,464.9,6,0
65,13307.0,2,1,1,120,1,15.0,4,0
66,17291.0,1,1,3,308,1,550.8000000000001,5,0
67,16738.0,1,1,1,298,1,3.75,3,0
68,16737.0,3,1,2,53,1,417.59999999999997,6,0
69,17029.0,2,1,3,111,2,716.0,6,0
70,12908.0,2,1,3,176,2,750.0,6,0
71,17995.0,1,1,1,282,2,76.1,3,0
72,12917.0,2,1,3,128,2,594.0,6,0
73,17079.0,2,1,1,78,2,118.80000000000001,4,0
74,15423.0,3,1,1,38,2,43.5,5,0
75,15442.0,1,1,3,249,2,594.0,5,0
76,17382.0,3,1,1,65,2,65.4,5,0
77,15488.0,2,1,1,93,2,91.32000000000001,4,0
78,17408.0,2,1,1,163,2,32.65,4,0
79,17941.0,2,1,2,131,2,304.56,5,0
80,17942.0,5,1,1,8,2,77.50000000000001,7,0
81,17427.0,3,1,1,72,2,100.8,5,0
82,12875.0,2,1,2,143,2,343.2300000000001,5,0
83,17186.0,3,1,1,47,2,144.0,5,0
84,15649.0,1,1,3,336,2,816.0,5,0
85,15603.0,2,1,1,79,2,48.480000000000004,4,0
86,16659.0,1,1,1,189,2,39.12,3,0
87,17896.0,4,1,2,23,2,256.32,7,0
88,13452.0,1,1,3,259,2,590.0,5,0
89,16468.0,2,1,1,74,2,74.9,4,0
90,16454.0,3,1,1,45,2,6.9,5,0
91,16429.0,2,1,2,106,2,284.55,5,0
92,16344.0,2,1,1,158,2,101.10000000000001,4,0
93,17553.0,2,1,4,130,2,1487.6,7,0
94,16716.0,1,1,3,267,2,901.2,5,0
95,14199.0,1,1,1,218,2,185.39999999999998,3,0
96,13682.0,1,1,1,187,2,42.5,3,0
97,13298.0,5,1,2,1,2,360.0,8,0
98,16754.0,1,1,4,372,2,2002.4,6,0
99,16162.0,1,1,1,252,2,37.4,3,0
100,13188.0,5,1,1,11,2,114.60000000000001,7,0
101,16856.0,4,1,1,15,2,35.400000000000006,6,0
102,17831.0,4,1,1,33,2,35.400000000000006,6,0
103,12791.0,1,1,1,374,2,192.60000000000002,3,0
104,16976.0,1,1,2,267,2,251.51999999999998,4,0
105,16986.0,4,1,4,30,2,1852.4,9,0
106,13130.0,2,1,1,94,2,64.0,4,0
107,12603.0,4,1,3,22,2,739.1999999999999,8,0
108,13967.0,2,1,1,146,2,80.7,4,0
109,15691.0,1,1,1,252,2,136.8,3,0
110,12814.0,2,1,1,102,2,125.92,4,0
111,15945.0,1,1,1,365,2,181.0,3,0
112,14821.0,1,1,1,367,2,48.800000000000004,3,0
113,18080.0,4,1,4,19,2,1231.5,9,0
114,14785.0,5,1,1,10,2,47.400000000000006,7,0
115,15216.0,2,1,1,88,2,96.6,4,0
116,14682.0,1,1,1,188,2,52.0,3,0
117,14642.0,3,1,1,59,2,96.12,5,0
118,14792.0,3,1,1,64,2,6.2,5,0
119,15269.0,4,1,2,24,2,408.8,7,0
120,18220.0,1,1,2,227,2,305.28000000000003,4,0
121,18087.0,2,1,5,98,2,4055.7199999999993,8,0
122,14603.0,1,1,3,275,2,660.0,5,0
123,13948.0,1,1,1,361,3,101.99999999999999,3,0
124,14661.0,4,1,1,27,3,97.75,6,0
125,14946.0,5,1,1,14,3,100.9,7,0
126,13194.0,2,1,1,136,3,60.7,4,0
127,12665.0,1,1,1,325,3,63.0,3,0
128,16878.0,2,1,1,84,3,13.3,4,0
129,16506.0,4,1,1,20,3,90.30000000000001,6,0
130,14300.0,4,1,1,19,3,43.2,6,0
131,15619.0,5,1,2,11,3,336.40000000000003,8,0
132,13144.0,1,1,1,333,3,110.94999999999999,3,0
133,14566.0,2,1,4,111,3,1074.0,7,0
134,13132.0,1,1,1,262,3,77.3,3,0
135,16462.0,2,1,1,74,3,136.0,4,0
136,15178.0,1,1,1,260,3,40.5,3,0
137,12445.0,4,1,1,22,3,103.4,6,0
138,16784.0,4,1,1,20,3,107.6,6,0
139,17616.0,2,1,3,174,3,571.2,6,0
140,13739.0,4,1,1,18,3,216.9,6,0
141,15098.0,1,1,5,182,3,39916.5,7,2
142,15100.0,1,1,3,334,3,876.0,5,0
143,15049.0,1,1,1,274,3,121.17000000000002,3,0
144,14423.0,1,1,2,218,3,265.2,4,0
145,17775.0,1,1,1,255,3,56.4,3,0
146,16679.0,1,1,1,366,3,129.75,3,0
147,15992.0,5,1,1,4,3,41.989999999999995,7,0
148,16692.0,1,1,4,256,3,1276.0,6,0
149,16565.0,1,1,1,364,3,173.7,3,0
150,15043.0,4,1,3,31,3,537.0,8,0
151,16545.0,2,1,2,165,3,339.3,5,0
152,16171.0,3,1,1,59,3,73.2,5,0
153,13832.0,4,1,1,19,3,52.199999999999996,6,0
154,17536.0,2,1,1,177,3,76.5,4,0
155,13877.0,2,1,1,86,3,117.24000000000001,4,0
156,15744.0,2,1,1,78,3,34.8,4,0
157,17024.0,3,1,1,45,3,95.85,5,0
158,13403.0,4,1,1,18,3,75.0,6,0
159,15374.0,2,1,1,129,3,168.0,4,0
160,14148.0,1,1,1,234,3,157.2,3,0
161,17391.0,2,1,3,164,3,508.8,6,0
162,15286.0,3,1,1,50,3,240.55,5,0
163,12855.0,1,1,1,373,3,38.1,3,0
164,14117.0,2,1,1,144,3,90.0,4,0
165,16319.0,1,1,2,218,3,404.40000000000003,4,0
166,18273.0,5,1,1,2,3,204.0,7,0
167,18058.0,5,1,1,10,3,170.16,7,0
168,14589.0,1,1,1,372,3,39.75,3,0
169,14616.0,1,1,2,243,3,406.08000000000004,4,0
170,18017.0,2,1,3,81,3,523.0,6,0
171,13011.0,1,1,1,372,3,50.550000000000004,3,0
172,16446.0,5,1,5,1,3,168472.5,11,1
173,12995.0,2,1,1,85,3,211.32,4,0
174,12891.0,1,1,2,186,3,331.0,4,0
175,14185.0,1,1,1,331,3,197.65,3,0
176,12864.0,2,1,1,138,3,147.12,4,0
177,12734.0,1,1,1,353,4,110.39999999999999,3,0
178,14053.0,2,1,2,124,4,260.25,5,0
179,12736.0,1,1,1,333,4,234.00000000000003,3,0
180,16387.0,1,1,1,323,4,94.36,3,0
181,14609.0,3,1,3,72,4,601.5600000000001,7,0
182,14840.0,1,1,1,268,4,62.85,3,0
183,15899.0,1,1,1,369,4,56.25,3,0
184,14865.0,5,1,1,7,4,52.2,7,0
185,12984.0,4,1,1,19,4,97.5,6,0
186,12353.0,1,1,1,204,4,89.0,3,0
187,14371.0,1,1,1,295,4,100.5,3,0
188,13551.0,1,1,1,319,4,91.80000000000001,3,0
189,15973.0,1,1,2,367,4,307.82,4,0
190,17212.0,1,1,1,253,4,226.85,3,0
191,14373.0,1,1,1,358,4,76.55,3,0
192,15368.0,4,1,2,21,4,446.94000000000005,7,0
193,12873.0,1,1,2,282,4,374.0,4,0
194,12897.0,1,1,1,205,4,216.5,3,0
195,12403.0,3,1,2,50,4,344.7,6,0
196,14520.0,5,1,2,2,4,270.6,8,0
197,16532.0,4,1,5,18,4,6748.8,10,4
198,12789.0,3,1,1,65,4,91.85000000000001,5,0
199,17026.0,1,1,1,185,4,154.82999999999998,3,0
200,12817.0,1,1,1,281,4,166.04,3,0
201,16998.0,2,1,2,150,4,295.0,5,0
202,14987.0,4,1,2,16,4,326.4,7,0
203,14080.0,4,1,1,33,4,45.599999999999994,6,0
204,15526.0,4,1,1,33,4,148.44,6,0
205,13147.0,5,1,3,10,4,712.8000000000001,9,0
206,17620.0,3,1,1,60,4,81.44,5,0
207,14816.0,1,1,2,197,4,271.85,4,0
208,16308.0,3,1,5,38,4,2560.0,9,0
209,13160.0,4,1,1,22,4,91.8,6,0
210,17174.0,1,1,1,218,4,59.9,3,0
211,14548.0,2,1,3,151,4,652.8,6,0
212,13514.0,2,1,1,74,4,152.20000000000002,4,0
213,12756.0,2,1,1,87,4,112.08000000000001,4,0
214,18246.0,4,1,3,24,4,596.0999999999999,8,0
215,15160.0,1,1,1,357,4,158.16000000000003,3,0
216,13217.0,2,1,3,122,4,533.98,6,0
217,16505.0,4,1,3,32,4,777.6,8,0
218,13006.0,3,1,1,56,4,81.57,5,0
219,17394.0,1,1,1,219,4,203.86999999999995,3,0
220,14457.0,1,1,1,311,4,113.64,3,0
221,12587.0,5,1,1,8,4,144.0,7,0
222,12755.0,1,1,5,281,4,3811.9499999999994,7,0
223,16542.0,3,1,1,54,5,119.62,5,0
224,13522.0,4,1,1,30,5,125.80000000000001,6,0
225,16424.0,1,1,1,191,5,133.56,3,0
226,16569.0,5,1,1,3,5,124.2,7,0
227,16405.0,1,1,1,302,5,167.25,3,0
228,13525.0,4,1,3,15,5,577.9,8,0
229,17640.0,2,1,3,87,5,621.6600000000001,6,0
230,18032.0,1,1,1,334,5,73.5,3,0
231,16617.0,1,1,1,236,5,151.85000000000002,3,0
232,12968.0,2,1,1,112,5,135.95,4,0
233,12863.0,3,1,3,52,5,521.2,7,0
234,17163.0,4,1,2,22,5,293.1,7,0
235,14752.0,3,1,2,44,5,389.63999999999993,6,0
236,14760.0,1,1,1,297,5,89.2,3,0
237,17060.0,1,1,1,266,5,234.24,3,0
238,13080.0,2,1,1,179,5,48.72,4,0
239,17440.0,2,1,1,157,5,186.42,4,0
240,14764.0,3,1,2,47,5,248.3,6,0
241,14768.0,4,1,1,17,5,192.60000000000002,6,0
242,12823.0,2,1,4,75,5,1759.5,7,0
243,17468.0,5,1,1,10,5,137.0,7,0
244,18227.0,1,1,1,218,5,93.75,3,0
245,17500.0,4,1,4,17,5,1138.0,9,0
246,13216.0,1,1,2,268,5,333.74,4,0
247,16377.0,1,1,3,267,5,676.2,5,0
248,13223.0,1,1,1,200,5,163.20000000000002,3,0
249,16789.0,5,1,1,8,5,80.8,7,0
250,14542.0,1,1,1,186,5,103.25000000000001,3,0
251,13296.0,2,1,1,137,5,87.4,4,0
252,13299.0,1,1,1,268,5,142.5,3,0
253,14887.0,2,1,4,79,5,1504.0,7,0
254,17548.0,1,1,1,234,5,103.3,3,0
255,16698.0,1,1,4,227,5,1998.0,6,0
256,12401.0,1,1,1,303,5,84.3,3,0
257,17578.0,1,1,1,218,5,143.45999999999998,3,0
258,16623.0,1,1,1,246,5,129.45,3,0
259,17628.0,2,1,1,81,5,75.75000000000001,4,0
260,13218.0,2,1,1,127,5,62.64,4,0
261,14962.0,1,1,1,271,5,126.70000000000002,3,0
262,16363.0,3,1,1,53,5,109.36000000000001,5,0
263,13848.0,2,1,4,92,5,1255.0,7,0
264,13947.0,3,1,1,65,5,90.6,5,0
265,15729.0,1,1,1,213,5,85.0,3,0
266,15168.0,4,1,1,26,5,106.56,6,0
267,17707.0,1,1,1,185,5,152.39999999999998,3,0
268,15703.0,1,1,1,265,5,211.5,3,0
269,15171.0,1,1,4,331,5,1289.5,6,0
270,13992.0,4,1,1,30,5,76.8,6,0
271,15661.0,1,1,2,317,5,309.8,4,0
272,14295.0,3,1,1,40,5,166.2,5,0
273,17929.0,5,1,3,11,5,843.0,9,0
274,15610.0,3,1,1,52,5,91.66,5,0
275,17844.0,2,1,1,107,5,51.56,4,0
276,12548.0,2,1,1,166,5,95.19999999999999,4,0
277,15212.0,1,1,1,241,5,101.79999999999998,3,0
278,15221.0,1,1,2,366,5,403.25,4,0
279,15222.0,1,1,3,319,5,585.0,5,0
280,14259.0,2,1,1,142,5,120.0,4,0
281,14124.0,2,1,2,84,5,419.58000000000004,5,0
282,15445.0,1,1,1,264,5,113.5,3,0
283,18050.0,1,1,1,359,5,74.4,3,0
284,14147.0,2,1,3,78,5,483.4,6,0
285,17991.0,1,1,1,225,5,93.35,3,0
286,15350.0,1,1,1,373,5,115.65,3,0
287,15347.0,1,1,1,366,5,201.59999999999997,3,0
288,18019.0,3,1,1,52,5,38.45,5,0
289,15593.0,3,1,1,71,5,199.8,5,0
290,14393.0,1,1,1,218,5,67.94999999999999,3,0
291,12888.0,1,1,2,214,5,354.12,4,0
292,15042.0,1,1,1,199,5,135.93,3,0
293,14437.0,1,1,1,366,5,63.0,3,0
294,15063.0,1,1,2,213,5,370.79999999999995,4,0
295,12659.0,4,1,1,30,5,91.68,6,0
296,13645.0,2,1,2,120,5,252.1,5,0
297,15083.0,1,1,1,257,5,88.19999999999999,3,0
298,17788.0,2,1,4,74,5,1117.9,7,0
299,13651.0,3,1,1,40,5,79.2,5,0
300,13723.0,1,1,1,217,6,199.85000000000002,3,0
301,14582.0,3,1,1,41,6,114.11,5,0
302,14054.0,3,1,1,65,6,92.46,5,0
303,12821.0,1,1,1,214,6,92.72,3,0
304,16213.0,2,1,1,79,6,159.0,4,0
305,14782.0,1,1,1,320,6,200.10000000000002,3,0
306,14045.0,2,1,4,109,6,1659.75,7,0
307,14789.0,4,1,1,29,6,197.64000000000001,6,0
308,17746.0,1,1,1,240,6,110.25000000000001,3,0
309,14039.0,4,1,1,33,6,152.2,6,0
310,13145.0,3,1,3,40,6,618.52,7,0
311,14027.0,3,1,1,61,6,104.82000000000002,5,0
312,14795.0,2,1,1,166,6,131.45,4,0
313,15653.0,2,1,3,93,6,877.4399999999999,6,0
314,15180.0,1,1,1,367,6,87.5,3,0
315,16927.0,2,1,3,116,6,543.0500000000001,6,0
316,18255.0,2,1,1,89,6,103.3,4,0
317,16227.0,1,1,2,225,6,314.22,4,0
318,17044.0,4,1,4,25,6,948.48,9,0
319,16516.0,4,1,1,30,6,101.7,6,0
320,14463.0,2,1,3,98,6,529.62,6,0
321,14196.0,2,1,2,107,6,335.52,5,0
322,17330.0,4,1,2,23,6,363.9,7,0
323,17325.0,1,1,1,280,6,96.8,3,0
324,14967.0,3,1,2,50,6,463.8,6,0
325,17268.0,2,1,3,108,6,763.64,6,0
326,15361.0,1,1,2,362,6,388.9200000000001,4,0
327,15397.0,1,1,1,290,6,94.0,3,0
328,14155.0,1,1,1,266,6,118.75,3,0
329,17718.0,1,1,1,232,6,139.35,3,0
330,13095.0,3,1,1,71,6,74.4,5,0
331,15422.0,1,1,1,323,6,97.7,3,0
332,15266.0,1,1,1,338,6,119.30000000000001,3,0
333,16276.0,2,1,3,177,6,810.6000000000001,6,0
334,13003.0,2,1,1,106,6,149.05,4,0
335,16430.0,3,1,2,57,6,300.85,6,0
336,17414.0,3,1,3,44,6,778.0,7,0
337,14601.0,5,1,1,11,6,207.0,7,0
338,15256.0,2,1,1,149,6,98.45,4,0
339,17958.0,2,1,3,117,6,482.9599999999999,6,0
340,13079.0,5,1,1,4,6,220.09999999999997,7,0
341,15247.0,2,1,2,122,6,356.0,5,0
342,15428.0,4,1,1,15,6,93.78,6,0
343,16861.0,3,1,1,60,6,173.76,5,0
344,15612.0,3,1,1,36,6,195.15,5,0
345,13672.0,1,1,1,301,6,186.39,3,0
346,17879.0,2,1,1,174,6,178.51999999999998,4,0
347,14861.0,3,1,1,52,6,125.79000000000002,5,0
348,14345.0,3,1,1,39,6,108.97999999999999,5,0
349,16190.0,3,1,1,40,6,215.08,5,0
350,14353.0,1,1,1,215,6,90.6,3,0
351,15944.0,1,1,2,277,6,325.1,4,0
352,13807.0,1,1,1,367,6,96.69999999999999,3,0
353,17549.0,4,1,1,24,6,148.86,6,0
354,17556.0,1,1,1,206,6,157.9,3,0
355,16671.0,4,1,4,28,6,1692.27,9,0
356,16582.0,2,1,2,113,6,313.61999999999995,5,0
357,16041.0,4,1,5,31,6,3166.4,10,0
358,14495.0,3,1,1,51,6,123.79999999999998,5,0
359,16610.0,1,1,1,219,6,75.66,3,0
360,16106.0,3,1,1,66,6,108.38,5,0
361,14836.0,5,1,1,10,6,102.44999999999999,7,0
362,17524.0,1,1,1,361,6,145.0,3,0
363,18240.0,3,1,2,46,6,422.58000000000004,6,0
364,16163.0,1,1,3,232,6,856.6000000000001,5,0
365,14340.0,1,1,1,219,6,134.7,3,0
366,15705.0,1,1,1,201,6,143.10000000000002,3,0
367,17900.0,1,1,1,190,6,112.19999999999999,3,0
368,13922.0,1,1,1,352,6,142.25,3,0
369,13689.0,3,1,3,63,6,910.0,7,0
370,15709.0,1,1,1,284,6,133.25,3,0
371,17513.0,3,1,3,72,6,513.2,7,0
372,13762.0,1,1,2,219,7,306.72,4,0
373,13347.0,3,1,2,70,7,291.36,6,0
374,14219.0,5,1,1,4,7,89.94,7,0
375,13786.0,1,1,1,367,7,230.4,3,0
376,15717.0,1,1,1,234,7,150.3,3,0
377,13207.0,4,1,1,15,7,214.85999999999999,6,0
378,16414.0,4,1,1,22,7,126.25,6,0
379,13002.0,1,1,1,318,7,120.94999999999999,3,0
380,14143.0,2,1,1,134,7,115.8,4,0
381,13133.0,1,1,1,274,7,109.80000000000001,3,0
382,17206.0,3,1,1,53,7,204.24,5,0
383,14500.0,2,1,2,88,7,356.85,5,0
384,15299.0,3,1,5,67,7,4507.01,9,0
385,17217.0,1,1,1,234,7,103.9,3,0
386,16658.0,1,1,1,368,7,121.99,3,0
387,14641.0,4,1,1,22,7,110.46,6,0
388,14386.0,1,1,1,297,7,142.4,3,0
389,14494.0,4,1,1,26,7,139.56,6,0
390,14406.0,2,1,1,119,7,135.95,4,0
391,14195.0,1,1,4,202,7,1011.9999999999998,6,0
392,14681.0,3,1,3,71,7,498.95,7,0
393,16597.0,5,1,1,4,7,90.04000000000002,7,0
394,16872.0,2,1,3,77,7,680.02,6,0
395,15395.0,1,1,1,326,7,107.45000000000002,3,0
396,15458.0,4,1,1,25,7,161.64,6,0
397,15463.0,4,1,1,29,7,126.14,6,0
398,15030.0,3,1,3,72,7,518.28,7,0
399,15775.0,1,1,1,245,7,104.9,3,0
400,16988.0,5,1,1,5,7,126.12,7,0
401,13876.0,3,1,1,64,7,122.69999999999999,5,0
402,13283.0,3,1,1,60,7,93.66,5,0
403,14473.0,2,1,1,74,7,234.34,4,0
404,17022.0,4,1,1,31,7,71.0,6,0
405,16757.0,1,1,1,319,7,106.83,3,0
406,15843.0,1,1,1,304,7,106.2,3,0
407,15567.0,4,1,1,19,7,186.01000000000002,6,0
408,13866.0,2,1,1,74,7,145.67,4,0
409,15565.0,3,1,1,50,7,156.65999999999997,5,0
410,15158.0,3,1,2,45,7,401.4000000000001,6,0
411,16432.0,3,1,2,64,7,271.5,6,0
412,14066.0,1,1,1,267,7,152.55,3,0
413,15909.0,2,1,1,174,7,191.93999999999997,4,0
414,15937.0,3,1,1,64,7,145.35,5,0
415,16963.0,1,1,1,187,7,110.55000000000001,3,0
416,13938.0,3,1,1,35,7,71.66,5,0
417,16248.0,3,1,1,62,7,152.94,5,0
418,15512.0,2,1,1,156,7,121.0,4,0
419,17122.0,2,1,1,119,7,138.32,4,0
420,14890.0,1,1,1,254,7,125.65,3,0
421,16959.0,2,1,1,87,7,117.35000000000001,4,0
422,15257.0,1,1,2,283,7,317.15,4,0
423,15759.0,1,1,2,218,7,253.04000000000002,4,0
424,15958.0,2,1,1,74,7,104.35,4,0
425,13072.0,1,1,1,267,7,177.14999999999998,3,0
426,13484.0,1,1,2,241,7,297.9,4,0
427,18194.0,2,1,4,82,7,973.8399999999999,7,0
428,17709.0,2,1,1,170,7,137.45,4,0
429,12686.0,1,1,1,372,7,89.14,3,0
430,17647.0,3,1,1,65,7,133.06,5,0
431,17881.0,1,1,1,304,7,128.25000000000003,3,0
432,17639.0,1,1,1,276,7,108.5,3,0
433,18269.0,1,1,1,366,7,168.6,3,0
434,12509.0,1,1,1,284,7,176.5,3,0
435,18042.0,3,1,1,54,7,165.04999999999998,5,0
436,18064.0,2,1,3,133,7,814.0,6,0
437,18281.0,1,1,1,181,7,80.82,3,0
438,18209.0,4,1,1,29,7,121.4,6,0
439,18086.0,1,1,1,274,7,101.33999999999999,3,0
440,18048.0,1,1,1,203,7,172.29000000000002,3,0
441,18191.0,1,1,1,262,7,207.79999999999998,3,0
442,12881.0,1,1,2,276,7,298.0,4,0
443,12884.0,2,1,2,88,7,309.05000000000007,5,0
444,18147.0,3,1,1,46,7,179.33999999999997,5,0
445,18277.0,3,1,1,58,8,110.38,5,0
446,16351.0,1,1,1,333,8,153.9,3,0
447,17698.0,1,1,1,261,8,154.95,3,0
448,13519.0,2,1,1,78,8,122.75,4,0
449,13059.0,1,1,1,250,8,183.4,3,0
450,13493.0,1,1,3,275,8,618.63,5,0
451,17650.0,4,1,1,21,8,166.07999999999998,6,0
452,17643.0,1,1,1,373,8,101.55,3,0
453,13070.0,1,1,1,192,8,208.0,3,0
454,13420.0,2,1,1,150,8,159.85,4,0
455,16586.0,1,1,2,249,8,463.95,4,0
456,13101.0,1,1,1,234,8,101.19,3,0
457,13103.0,3,1,1,40,8,243.94,5,0
458,16620.0,5,1,1,4,8,158.16,7,0
459,17574.0,1,1,1,243,8,185.64999999999998,3,0
460,13277.0,4,1,2,16,8,258.4,7,0
461,17455.0,1,1,1,204,8,131.7,3,0
462,13260.0,3,1,3,61,8,557.62,7,0
463,13587.0,3,1,3,64,8,712.4,7,0
464,16828.0,2,1,1,93,8,128.5,4,0
465,13227.0,1,1,1,202,8,238.2,3,0
466,12798.0,5,1,5,10,8,6977.04,11,4
467,13161.0,1,1,1,313,8,112.75,3,0
468,16849.0,1,1,1,187,8,124.57,3,0
469,16913.0,1,1,1,290,8,113.44,3,0
470,16287.0,2,1,1,170,8,142.5,4,0
471,16055.0,1,1,1,221,8,134.8,3,0
472,16226.0,1,1,2,203,8,255.12,4,0
473,14477.0,4,1,4,20,8,965.5999999999999,9,0
474,14981.0,1,1,1,246,8,102.12,3,0
475,18138.0,1,1,1,295,8,152.65,3,0
476,15101.0,5,1,2,9,8,317.53,8,0
477,14368.0,1,1,1,320,8,155.0,3,0
478,14326.0,1,1,1,242,8,183.85000000000002,3,0
479,12450.0,2,1,1,156,8,197.88,4,0
480,14314.0,2,1,1,107,8,120.0,4,0
481,15219.0,2,1,2,176,8,293.0,5,0
482,14280.0,1,1,1,197,8,134.04,3,0
483,15226.0,1,1,1,311,8,154.41,3,0
484,14248.0,1,1,2,318,8,302.58,4,0
485,14238.0,1,1,1,326,8,146.85,3,0
486,15381.0,1,1,3,214,8,596.85,5,0
487,13638.0,4,1,1,16,8,122.64,6,0
488,15405.0,1,1,2,189,8,349.1,4,0
489,14109.0,2,1,1,73,8,127.2,4,0
490,14059.0,1,1,1,267,8,183.6,3,0
491,12547.0,1,1,1,198,8,207.8,3,0
492,15739.0,3,1,2,66,8,449.12,6,0
493,15797.0,2,1,5,113,8,2207.4,8,0
494,15803.0,3,1,2,51,8,415.82000000000005,6,0
495,18249.0,4,1,1,17,8,95.34,6,0
496,16006.0,1,1,1,211,8,101.4,3,0
497,16048.0,1,1,2,373,8,256.44000000000005,4,0
498,13058.0,4,1,2,25,8,271.4,7,0
499,16114.0,2,1,1,171,8,135.75000000000003,4,0
500,13710.0,4,1,1,32,8,180.48,6,0
501,13686.0,1,1,1,183,8,72.0,3,0
502,16178.0,2,1,1,138,8,197.9,4,0
503,15419.0,4,1,1,25,8,135.85999999999999,6,0
504,17080.0,4,1,2,22,8,287.62,7,0
505,17349.0,2,1,1,179,8,98.25,4,0
506,12974.0,1,1,1,198,8,144.8,3,0
507,14693.0,1,1,1,265,8,172.9,3,0
508,14632.0,1,1,1,263,8,114.56,3,0
509,14699.0,1,1,1,214,8,109.13000000000001,3,0
510,17353.0,2,1,4,129,8,1740.0,7,0
511,12929.0,1,1,1,312,8,117.85,3,0
512,13690.0,3,1,1,59,9,172.25,5,0
513,18278.0,2,1,1,74,9,173.89999999999998,4,0
514,14354.0,5,1,1,6,9,163.62,7,0
515,17279.0,3,1,1,58,9,187.82999999999998,5,0
516,18169.0,3,1,1,61,9,202.65,5,0
517,16457.0,1,1,1,218,9,208.35999999999999,3,0
518,16427.0,1,1,1,263,9,241.06,3,0
519,16349.0,1,1,1,291,9,53.5,3,0
520,15663.0,2,1,1,106,9,138.14,4,0
521,12504.0,4,1,2,18,9,482.04999999999995,7,0
522,17025.0,3,1,2,61,9,357.77,6,0
523,15447.0,1,1,1,331,9,155.17,3,0
524,17446.0,2,1,1,177,9,120.90000000000002,4,0
525,15689.0,2,1,2,120,9,254.1,5,0
526,14908.0,2,1,2,74,9,277.79999999999995,5,0
527,14212.0,2,1,4,90,9,1070.48,7,0
528,12651.0,1,1,1,335,9,114.0,3,0
529,13669.0,3,1,1,51,9,218.55,5,0
530,17317.0,3,1,5,46,9,2600.34,9,0
531,12565.0,1,1,1,289,9,145.92000000000002,3,0
532,12551.0,1,1,1,358,9,148.5,3,0
